"X"|"profile_educ"|"profile_gender"|"profile_homeown"|"profile_hhincome"|"profile_marital"|"dem_age_r_x"|"profile_region9"|"pid_x"|"presapp_track"|"presapp_job"|"presapp_jobstr"|"presapp_job_x"|"presapp_econ"|"presapp_econstr"|"presapp_econ_x"|"presapp_foreign"|"presapp_foreignstr"|"presapp_foreign_x"|"presapp_health"|"presapp_healthstr"|"presapp_health_x"|"presapp_war"|"presapp_warstr"|"presapp_war_x"|"libcpre_self"|"libcpre_choose"|"libcpre_dpc"|"libcpre_rpc"|"libcpre_ptyd"|"libcpre_ptyr"|"libcpo_self"|"libcpo_selfch"|"libcpo_hdc"|"libcpo_hrc"|"paprofile_libcon_self"|"paprofile_libcon_pres"|"Party"
1792|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|65|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"6. Conservative"|"-1. Inapplicable"|"2. Liberal"|"6. Conservative"|"2. Liberal"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"3. Slightly liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1793|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|59|"-1. Inapplicable"|"5. Independent-Republican"|"1. Right direction"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"2. Liberal"|"6. Conservative"|"3. Slightly liberal"|"6. Conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1794|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|39|"-1. Inapplicable"|"1. Strong Democrat"|"2. Wrong track"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"3. Slightly liberal"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"6. Conservative"|"3. Slightly liberal"|"5. Slightly conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1795|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|52|"-1. Inapplicable"|"3. Independent-Democrat"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"5. Slightly conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"-8. Don't know"|"6. Conservative"|"2. Liberal"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1796|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|74|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"-9. Refused"|"-1. Inapplicable"|"-9. Refused"|"-9. Refused"|"-1. Inapplicable"|"-9. Refused"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"-9. Refused"|"-1. Inapplicable"|"-9. Refused"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"4. Moderate; middle of the road"|"2. Conservative"|"-9. Refused"|"-9. Refused"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"-9. Refused"|"-9. Refused"|"-9. Refused"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1797|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|67|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"6. Conservative"|"7. Extremely conservative"|"5. Slightly conservative"|"7. Extremely conservative"|"3. Slightly liberal"|"-1. Inapplicable"|"5. Slightly conservative"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1798|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|24|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"4. Moderate; middle of the road"|"2. Conservative"|"3. Slightly liberal"|"-8. Don't know"|"2. Liberal"|"7. Extremely conservative"|"4. Moderate; middle of the road"|"2. Conservative"|"-1. Inapplicable"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1799|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|88|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"6. Conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"5. Slightly conservative"|"2. Liberal"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"3. Slightly liberal"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1800|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|23|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"3. Slightly liberal"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"6. Conservative"|"3. Slightly liberal"|"6. Conservative"|"3. Slightly liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
1802|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|31|"-1. Inapplicable"|"2. Not very strong Democract"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"4. Moderate; middle of the road"|"1. Liberal"|"2. Liberal"|"5. Slightly conservative"|"2. Liberal"|"3. Slightly liberal"|"-2. Haven't thought much {do not probe}"|"1. Liberal"|"-8. Don't know"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1803|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|54|"-1. Inapplicable"|"2. Not very strong Democract"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"2. Conservative"|"7. Extremely conservative"|"3. Slightly liberal"|"7. Extremely conservative"|"7. Extremely conservative"|"-2. Haven't thought much {do not probe}"|"2. Conservative"|"2. Liberal"|"2. Liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1804|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|60|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"2. Liberal"|"7. Extremely conservative"|"2. Liberal"|"7. Extremely conservative"|"4. Moderate; middle of the road"|"2. Conservative"|"4. Moderate; middle of the road"|"7. Extremely conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1805|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|66|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"6. Conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"6. Conservative"|"2. Liberal"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1806|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|42|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"3. Slightly liberal"|"6. Conservative"|"3. Slightly liberal"|"5. Slightly conservative"|"4. Moderate; middle of the road"|"-8. Don't know"|"4. Moderate; middle of the road"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1807|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|52|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"4. Moderate; middle of the road"|"6. Conservative"|"4. Moderate; middle of the road"|"5. Slightly conservative"|"4. Moderate; middle of the road"|"1. Liberal"|"-8. Don't know"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1808|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|29|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-2. Haven't thought much {do not probe}"|"-8. Don't know"|"4. Moderate; middle of the road"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1809|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|52|"-1. Inapplicable"|"6. Not very strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"2. Liberal"|"6. Conservative"|"1. Extremely liberal"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1810|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|71|"-1. Inapplicable"|"1. Strong Democrat"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"3. Moderate {VOL}"|"3. Slightly liberal"|"6. Conservative"|"1. Extremely liberal"|"7. Extremely conservative"|"3. Slightly liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"7. Extremely conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1811|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|22|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Extremely liberal"|"-1. Inapplicable"|"1. Extremely liberal"|"7. Extremely conservative"|"2. Liberal"|"4. Moderate; middle of the road"|"7. Extremely conservative"|"-1. Inapplicable"|"-8. Don't know"|"3. Slightly liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1812|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|26|"-1. Inapplicable"|"3. Independent-Democrat"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"2. Liberal"|"2. Liberal"|"2. Liberal"|"4. Moderate; middle of the road"|"1. Liberal"|"6. Conservative"|"2. Liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1813|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|18|"-1. Inapplicable"|"2. Not very strong Democract"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"1. Extremely liberal"|"1. Extremely liberal"|"1. Extremely liberal"|"7. Extremely conservative"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1814|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|25|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"6. Conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"4. Moderate; middle of the road"|"2. Liberal"|"7. Extremely conservative"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1815|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|25|"-1. Inapplicable"|"2. Not very strong Democract"|"1. Right direction"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"3. Moderate {VOL}"|"3. Slightly liberal"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1816|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|49|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"6. Conservative"|"2. Liberal"|"6. Conservative"|"2. Liberal"|"5. Slightly conservative"|"-1. Inapplicable"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1817|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|58|"-1. Inapplicable"|"3. Independent-Democrat"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"2. Conservative"|"7. Extremely conservative"|"2. Liberal"|"7. Extremely conservative"|"2. Liberal"|"-2. Haven't thought much {do not probe}"|"1. Liberal"|"5. Slightly conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1818|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|33|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Liberal"|"-1. Inapplicable"|"3. Slightly liberal"|"7. Extremely conservative"|"2. Liberal"|"7. Extremely conservative"|"7. Extremely conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1819|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|19|"-1. Inapplicable"|"2. Not very strong Democract"|"1. Right direction"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"-8. Don't know"|"6. Conservative"|"4. Moderate; middle of the road"|"6. Conservative"|"2. Liberal"|"-2. Haven't thought much {do not probe}"|"1. Liberal"|"2. Liberal"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1820|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|21|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"2. Liberal"|"6. Conservative"|"2. Liberal"|"7. Extremely conservative"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1821|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|42|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"4. Moderate; middle of the road"|"7. Extremely conservative"|"4. Moderate; middle of the road"|"7. Extremely conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1822|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|63|"-1. Inapplicable"|"5. Independent-Republican"|"1. Right direction"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"6. Conservative"|"2. Liberal"|"6. Conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"2. Liberal"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
